  

calibrating gyro
done calibrating gyro
7860.00,0
7860.00,78
7860.00,163
7860.00,190
7860.00,200
7860.00,204
7919.00,205
7919.00,206
7860.00,205
7860.00,205
7860.00,205
7860.00,205
7860.00,204
7860.00,204
7860.00,204
7860.00,204
7919.00,203
7860.00,203
7860.00,203
7860.00,204
7860.00,203
7860.00,203
7860.00,203
7860.00,202
7919.00,202
7860.00,202
7860.00,201
7860.00,202
7860.00,202
7860.00,202
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,201
7860.00,200
7860.00,200
7860.00,201
7860.00,200
7860.00,201
7860.00,200
7860.00,200
7860.00,200
7860.00,200
7860.00,200
7860.00,199
7860.00,199
7860.00,199
7860.00,200
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,199
7860.00,198
7860.00,198
7919.00,198
7860.00,198
7860.00,198
7860.00,198
7860.00,198
7860.00,198
7860.00,198
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7919.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7919.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,197
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,197
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
7860.00,196
