  

calibrating gyro
done calibrating gyro
90,0,0,0,0
90,0,0,77,90
90,0,0,77,90
90,0,46,78,90
90,4,81,79,85
90,12,86,80,77
90,21,80,81,68
90,29,64,81,60
90,35,54,82,54
90,41,42,82,48
90,45,34,83,44
90,48,24,83,41
90,51,20,83,38
90,53,18,84,36
90,50,19,84,39
90,44,19,85,45
90,37,22,85,52
90,31,28,86,58
90,28,30,86,62
90,25,36,87,64
90,25,38,88,65
90,25,40,88,64
90,27,44,89,63
90,29,45,90,60
90,32,48,90,57
90,35,49,91,55
90,38,52,91,52
90,41,55,92,49
90,43,55,92,46
90,46,57,93,43
90,48,58,93,41
90,50,60,93,39
90,52,61,94,37
90,54,62,94,36
90,55,64,94,34
90,57,64,95,32
90,58,68,95,31
90,60,71,95,29
90,62,71,96,28
90,63,72,96,26
90,65,72,96,24
90,66,75,96,23
90,68,79,97,22
90,69,78,97,20
90,71,80,97,18
90,73,81,97,17
90,74,82,97,15
90,76,82,97,13
90,77,84,98,12
90,78,85,98,11
90,79,84,98,10
90,81,87,98,8
90,82,84,98,7
90,82,84,98,7
90,83,87,98,6
90,84,85,98,5
90,84,87,98,5
90,84,87,98,5
90,85,88,98,4
90,85,87,98,4
90,86,91,98,4
90,86,93,98,3
90,87,92,98,2
90,88,93,98,1
90,89,94,98,1
90,89,93,87,0
90,90,93,87,0
90,91,96,87,-1
90,92,94,87,-2
90,92,93,87,-2
90,93,93,87,-3
90,93,94,87,-3
90,93,95,87,-3
90,93,96,87,-3
90,93,93,87,-3
90,93,93,87,-3
90,93,96,87,-3
90,94,94,87,-4
90,93,97,87,-3
90,94,96,87,-4
90,94,99,87,-4
90,95,96,87,-5
90,95,98,87,-5
90,95,100,87,-5
90,96,99,87,-6
90,96,97,87,-6
90,97,96,87,-7
90,97,98,87,-7
90,97,97,87,-7
90,97,96,86,-7
90,97,97,86,-7
90,97,95,86,-7
90,97,98,86,-7
90,97,96,86,-7
90,96,100,86,-6
90,97,98,86,-7
90,97,100,86,-7
90,97,99,86,-7
90,97,98,86,-7
90,97,101,86,-7
90,98,99,86,-8
90,98,98,86,-8
90,98,100,86,-8
90,98,97,85,-8
90,99,98,85,-9
90,98,96,85,-8
90,98,97,85,-8
90,98,96,85,-8
90,98,96,85,-8
90,97,101,85,-7
90,97,101,85,-7
90,98,101,85,-8
90,98,99,85,-8
90,98,99,85,-8
90,98,101,85,-8
90,98,101,85,-8
90,99,97,84,-9
90,99,99,84,-9
90,99,96,84,-9
90,99,98,84,-9
90,99,96,84,-9
90,98,98,84,-8
90,98,97,84,-8
90,98,97,84,-8
90,98,99,84,-8
90,97,98,84,-7
90,97,101,84,-7
90,97,101,84,-7
90,98,97,83,-8
90,98,100,83,-8
90,98,100,83,-8
90,98,100,83,-8
90,99,98,83,-9
90,99,96,83,-9
90,99,98,83,-9
90,98,96,83,-8
90,98,97,83,-8
90,98,96,83,-8
90,97,98,83,-7
90,97,95,83,-7
90,97,99,82,-7
90,97,100,82,-7
90,97,97,82,-7
90,97,99,82,-7
90,97,96,82,-7
90,97,99,82,-7
90,97,101,82,-7
90,98,95,82,-8
90,97,97,82,-7
90,97,96,82,-7
90,97,97,82,-7
90,97,96,82,-7
90,97,96,82,-7
90,97,95,82,-7
90,96,95,82,-6
90,96,97,81,-6
90,96,96,81,-6
90,96,99,81,-6
90,96,97,81,-6
90,96,97,81,-6
90,96,96,81,-6
90,96,100,81,-6
90,96,97,81,-6
90,97,95,81,-7
90,96,96,81,-6
90,97,96,81,-7
90,96,96,81,-6
90,96,95,81,-6
90,96,96,81,-6
90,96,95,81,-6
90,96,96,81,-6
90,96,96,80,-6
90,95,96,80,-5
90,95,97,80,-5
90,96,96,80,-6
90,96,97,80,-6
90,96,96,80,-6
90,96,99,80,-6
90,96,95,80,-6
90,96,95,80,-6
90,96,93,80,-6
90,96,95,80,-6
90,96,95,80,-6
90,96,93,80,-6
90,95,95,80,-5
90,95,93,80,-5
90,95,95,80,-5
90,95,95,80,-5
90,94,96,80,-4
90,94,96,79,-4
90,94,97,79,-4
90,95,95,79,-5
90,95,97,79,-5
90,95,96,79,-5
90,95,94,79,-5
90,95,93,79,-5
90,95,93,79,-5
90,95,95,79,-5
90,95,93,79,-5
90,95,92,79,-5
90,94,91,79,-4
90,94,95,79,-4
90,94,92,79,-4
90,93,96,79,-3
90,93,96,79,-3
90,93,97,79,-3
90,94,95,79,-4
90,94,96,79,-4
90,94,95,79,-4
90,94,98,79,-4
90,95,93,79,-5
90,95,93,79,-5
90,95,92,78,-5
90,95,95,78,-5
90,94,92,78,-4
90,94,92,78,-4
90,93,91,78,-3
90,93,92,78,-3
90,93,92,78,-3
90,92,95,78,-2
90,92,96,78,-2
90,92,95,78,-2
90,93,96,78,-3
90,93,93,78,-3
90,93,96,78,-3
90,93,96,78,-3
90,94,93,78,-4
90,94,92,78,-4
90,94,92,78,-4
90,94,92,78,-4
90,94,93,78,-4
90,93,90,78,-3
90,93,91,78,-3
90,92,93,78,-2
90,92,93,78,-2
90,92,93,78,-2
90,92,97,78,-2
90,92,96,78,-2
90,93,96,78,-3
90,93,93,78,-3
90,93,95,78,-3
90,93,97,78,-3
90,94,93,78,-4
90,94,91,78,-4
90,94,91,77,-4
90,94,91,77,-4
90,94,93,77,-4
90,93,89,77,-3
90,92,91,77,-2
90,92,89,77,-2
90,92,93,77,-2
90,91,93,77,-1
90,91,96,77,-1
90,91,95,77,-1
90,92,96,77,-2
90,92,93,77,-2
90,92,94,77,-2
90,92,97,77,-2
90,93,96,77,-3
90,94,92,77,-4
90,94,93,77,-4
90,94,90,77,-4
90,94,93,77,-4
90,94,91,77,-4
90,93,89,77,-3
90,93,89,77,-3
90,92,93,77,-2
90,92,90,77,-2
90,91,94,77,-1
90,91,95,77,-1
90,91,95,77,-1
90,92,93,77,-2
90,92,93,77,-2
90,92,93,77,-2
90,92,96,77,-2
90,93,91,77,-3
90,93,91,77,-3
90,93,90,77,-3
90,93,93,77,-3
90,93,90,77,-3
90,92,89,77,-2
90,91,89,77,-1
90,91,92,77,-1
90,91,91,77,-1
90,91,94,77,-1
90,91,93,77,-1
90,91,96,77,-1
90,91,93,77,-1
90,92,92,77,-2
90,91,93,76,-1
90,92,96,76,-2
90,92,92,76,-2
90,93,91,76,-3
90,93,90,76,-3
90,93,91,76,-3
90,92,91,76,-2
90,92,89,76,-2
90,91,88,76,-1
90,91,89,76,-1
90,90,93,82,0
90,90,91,82,0
90,90,97,82,0
90,90,97,82,0
90,91,96,82,-1
90,92,96,82,-2
90,92,94,82,-2
90,93,96,82,-3
90,93,95,82,-3
90,94,91,82,-4
90,94,91,82,-4
90,94,93,82,-4
90,94,91,82,-4
90,94,91,82,-4
90,93,89,82,-3
90,92,91,82,-2
90,92,91,81,-2
90,91,93,81,-1
90,91,92,81,-1
90,91,92,81,-1
90,91,94,81,-1
90,91,96,81,-1
90,92,93,81,-2
90,92,96,81,-2
90,92,95,81,-2
90,93,93,81,-3
90,93,92,81,-3
90,93,93,81,-3
90,93,92,81,-3
90,93,93,81,-3
90,93,91,81,-3
90,93,91,81,-3
90,92,92,81,-2
90,92,93,81,-2
90,92,93,81,-2
90,92,96,81,-2
90,92,94,81,-2
90,92,96,81,-2
90,93,95,81,-3
90,93,96,81,-3
90,93,96,81,-3
90,94,96,81,-4
90,94,91,81,-4
90,94,93,81,-4
90,94,94,81,-4
90,94,93,81,-4
90,94,92,81,-4
90,94,92,81,-4
90,93,91,81,-3
90,93,95,81,-3
90,93,93,81,-3
90,93,94,81,-3
90,93,96,81,-3
90,93,95,80,-3
90,93,96,80,-3
90,94,95,80,-4
90,94,96,80,-4
90,94,94,80,-4
90,94,93,80,-4
90,95,91,80,-5
90,94,93,80,-4
90,94,93,80,-4
90,94,93,80,-4
90,93,91,80,-3
90,93,94,80,-3
90,93,93,80,-3
90,93,94,80,-3
90,92,97,80,-2
90,93,95,80,-3
90,93,96,80,-3
90,93,95,80,-3
90,94,96,80,-4
90,94,95,80,-4
90,94,96,80,-4
90,95,92,80,-5
90,94,93,80,-4
90,94,91,80,-4
90,94,94,80,-4
90,94,92,80,-4
90,94,92,80,-4
90,93,90,80,-3
90,93,95,79,-3
90,93,94,79,-3
90,92,96,79,-2
90,92,94,79,-2
90,93,96,79,-3
90,93,94,79,-3
90,93,95,79,-3
90,93,97,79,-3
90,94,93,79,-4
90,94,93,79,-4
90,94,92,79,-4
90,94,93,79,-4
90,94,92,79,-4
90,93,93,79,-3
90,93,90,79,-3
90,93,91,79,-3
90,93,92,79,-3
90,92,92,79,-2
90,92,95,79,-2
90,92,96,79,-2
90,93,94,79,-3
90,93,96,79,-3
90,93,93,79,-3
90,93,96,79,-3
90,93,95,79,-3
90,94,93,79,-4
90,94,91,79,-4
90,94,93,79,-4
90,94,92,79,-4
90,93,92,79,-3
90,93,90,79,-3
90,93,91,79,-3
90,92,91,78,-2
90,92,94,78,-2
90,92,94,78,-2
90,92,96,78,-2
90,92,95,78,-2
90,92,95,78,-2
90,93,93,78,-3
90,93,96,78,-3
90,93,95,78,-3
90,94,93,78,-4
90,94,91,78,-4
90,94,92,78,-4
90,94,91,78,-4
90,93,93,78,-3
90,93,90,78,-3
90,92,91,78,-2
90,92,91,78,-2
90,92,93,78,-2
90,92,93,78,-2
90,91,96,78,-1
90,92,95,78,-2
90,92,96,78,-2
90,92,93,78,-2
90,93,95,78,-3
90,93,95,78,-3
90,93,95,78,-3
90,94,90,78,-4
90,94,92,78,-4
90,94,91,78,-4
90,93,93,78,-3
90,93,89,78,-3
90,92,91,78,-2
90,92,90,78,-2
90,92,93,78,-2
90,91,93,78,-1
90,91,96,78,-1
90,91,94,78,-1
90,92,96,78,-2
90,92,93,78,-2
90,92,94,78,-2
90,92,95,77,-2
90,93,92,77,-3
90,93,89,77,-3
90,93,92,77,-3
90,93,90,77,-3
90,93,92,77,-3
90,92,90,77,-2
90,92,89,77,-2
90,91,89,77,-1
90,91,93,77,-1
90,91,90,77,-1
90,90,94,80,0
90,90,95,80,0
90,91,96,80,-1
90,91,93,80,-1
90,92,95,80,-2
90,92,93,80,-2
90,92,96,79,-2
90,93,90,79,-3
90,93,89,79,-3
90,93,91,79,-3
90,93,93,79,-3
90,93,89,79,-3
90,92,90,79,-2
90,91,89,79,-1
90,91,89,79,-1
90,90,92,79,0
90,90,94,79,0
90,90,93,79,0
90,90,96,79,0
90,91,93,79,-1
90,91,93,79,-1
90,91,93,79,-1
90,92,96,79,-2
90,92,93,79,-2
90,93,92,79,-3
90,93,91,79,-3
90,93,93,79,-3
90,93,92,79,-3
90,93,91,79,-3
90,92,88,79,-2
90,92,89,79,-2
90,91,93,79,-1
90,91,91,79,-1
90,91,95,79,-1
90,91,96,79,-1
90,91,93,79,-1
90,91,96,79,-1
90,92,93,79,-2
90,92,96,79,-2
90,92,94,79,-2
90,93,91,79,-3
90,93,89,79,-3
90,93,93,79,-3
90,93,91,79,-3
90,93,90,79,-3
90,92,89,79,-2
90,92,90,79,-2
90,91,91,79,-1
90,91,91,79,-1
90,91,94,79,-1
90,91,93,79,-1
90,91,95,79,-1
90,91,95,79,-1
90,92,92,79,-2
90,92,95,79,-2
90,92,94,79,-2
90,93,92,79,-3
90,93,91,79,-3
90,93,91,79,-3
90,93,91,79,-3
90,92,92,79,-2
90,92,91,79,-2
90,92,89,79,-2
90,91,92,79,-1
90,91,92,79,-1
90,91,93,79,-1
90,91,94,79,-1
90,91,96,79,-1
90,91,93,79,-1
90,92,92,78,-2
90,92,92,78,-2
90,92,94,78,-2
90,92,95,78,-2
90,93,89,78,-3
90,92,92,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,89,78,-2
90,91,91,78,-1
90,91,91,78,-1
90,91,93,78,-1
90,91,93,78,-1
90,91,95,78,-1
90,91,94,78,-1
90,91,94,78,-1
90,92,91,78,-2
90,92,95,78,-2
90,92,94,78,-2
90,93,92,78,-3
90,93,90,78,-3
90,93,91,78,-3
90,92,90,78,-2
90,92,91,78,-2
90,92,89,78,-2
90,91,91,78,-1
90,91,91,78,-1
90,91,93,78,-1
90,91,92,78,-1
90,91,96,78,-1
90,91,93,78,-1
90,91,94,78,-1
90,92,92,78,-2
90,92,93,78,-2
90,92,94,78,-2
90,92,95,78,-2
90,93,89,78,-3
90,93,91,78,-3
90,92,91,78,-2
90,92,91,78,-2
90,92,88,78,-2
90,91,89,78,-1
90,91,91,78,-1
90,91,90,78,-1
90,90,93,79,0
90,90,93,79,0
90,90,95,79,0
90,91,95,79,-1
90,91,95,79,-1
90,92,92,79,-2
90,92,96,79,-2
90,92,95,78,-2
90,93,92,78,-3
90,93,90,78,-3
90,93,91,78,-3
90,93,90,78,-3
90,93,91,78,-3
90,92,88,78,-2
90,92,89,78,-2
90,91,91,78,-1
90,91,91,78,-1
90,90,91,78,0
90,90,96,78,0
90,90,93,78,0
90,91,93,78,-1
90,91,92,78,-1
90,91,93,78,-1
90,91,94,78,-1
90,92,95,78,-2
90,92,89,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,91,88,78,-1
90,91,90,78,-1
90,91,90,78,-1
90,90,93,78,0
90,90,93,78,0
90,90,94,78,0
90,91,93,78,-1
90,91,93,78,-1
90,91,91,78,-1
90,91,95,78,-1
90,92,94,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,91,88,78,-1
90,91,89,78,-1
90,91,90,78,-1
90,90,92,78,0
90,90,92,78,0
90,90,95,78,0
90,90,93,78,0
90,91,94,78,-1
90,91,91,78,-1
90,91,93,78,-1
90,91,94,78,-1
90,92,93,78,-2
90,92,89,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,90,78,-2
90,91,88,78,-1
90,91,89,78,-1
90,90,89,78,0
90,90,89,78,0
90,90,93,78,0
90,90,93,78,0
90,90,93,78,0
90,90,94,78,0
90,90,93,78,0
90,91,91,78,-1
90,91,95,78,-1
90,91,94,78,-1
90,92,92,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,92,78,-2
90,92,89,78,-2
90,91,89,78,-1
90,91,91,78,-1
90,91,92,78,-1
90,91,92,78,-1
90,90,95,78,0
90,91,96,78,-1
90,91,93,78,-1
90,91,93,78,-1
90,91,91,78,-1
90,92,93,78,-2
90,92,94,78,-2
90,92,89,78,-2
90,92,89,78,-2
90,92,92,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,89,78,-2
90,91,89,78,-1
90,91,91,78,-1
90,91,93,78,-1
90,91,93,78,-1
90,90,93,78,0
90,91,93,78,-1
90,91,93,78,-1
90,91,91,78,-1
90,91,95,78,-1
90,92,94,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,91,87,78,-1
90,91,87,78,-1
90,90,91,78,0
90,90,91,78,0
90,90,92,78,0
90,90,96,78,0
90,90,93,78,0
90,90,92,78,0
90,91,92,78,-1
90,91,91,78,-1
90,91,95,78,-1
90,92,94,78,-2
90,92,91,78,-2
90,92,89,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,91,90,78,-1
90,91,88,78,-1
90,91,89,78,-1
90,90,90,78,0
90,90,93,78,0
90,90,92,78,0
90,90,94,78,0
90,90,93,78,0
90,91,94,78,-1
90,91,91,78,-1
90,91,95,78,-1
90,91,94,78,-1
90,92,92,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,91,78,-2
90,92,90,78,-2
90,91,87,78,-1
90,91,91,78,-1
90,91,91,78,-1
90,90,91,78,0
90,90,93,78,0
90,90,95,78,0
90,90,92,78,0
90,91,93,78,-1
90,91,91,78,-1
90,91,94,78,-1
90,91,94,78,-1
90,92,91,78,-2
90,92,90,78,-2
90,92,92,78,-2
90,92,90,78,-2
90,92,91,78,-2
90,91,88,78,-1
90,91,89,78,-1
90,91,90,78,-1
90,90,91,78,0
90,90,94,78,0
90,90,93,78,0
90,90,95,78,0
90,91,93,78,-1
90,91,92,78,-1
90,91,92,78,-1
90,91,96,78,-1
90,92,91,78,-2
90,92,91,78,-2
90,92,90,77,-2
90,92,90,77,-2
90,92,90,77,-2
90,92,90,77,-2
90,91,87,77,-1
90,90,91,78,0
90,90,90,78,0
90,90,90,78,0
90,90,94,78,0
90,90,95,78,0
90,90,93,78,0
90,91,93,77,-1
90,91,93,77,-1
90,91,94,77,-1
90,92,94,77,-2
90,92,91,77,-2
90,92,89,77,-2
90,92,89,77,-2
90,92,91,77,-2
90,92,89,77,-2
90,91,89,77,-1
90,91,87,77,-1
90,90,90,77,0
90,90,91,77,0
90,90,93,77,0
90,89,93,77,0
90,90,95,77,0
90,90,93,77,0
90,91,91,77,-1
90,91,92,77,-1
90,91,96,77,-1
90,92,91,77,-2
90,92,91,77,-2
90,92,89,77,-2
90,92,90,77,-2
90,92,89,77,-2
90,91,88,77,-1
90,91,87,77,-1
90,90,89,77,0
90,90,91,77,0
90,90,89,77,0
90,89,93,77,0
90,89,93,77,0
90,89,93,77,0
90,90,92,77,0
90,90,92,77,0
90,90,92,77,0
90,91,96,77,-1
90,92,90,77,-2
90,92,89,77,-2
90,91,89,77,-1
90,91,91,77,-1
90,91,91,77,-1
90,91,88,77,-1
90,90,89,77,0
90,90,88,77,0
90,90,91,77,0
90,90,91,77,0
90,89,94,77,0
90,89,93,77,0
90,90,95,77,0
90,90,90,77,0
90,90,92,77,0
90,91,93,77,-1
90,91,94,77,-1
90,92,89,77,-2
90,92,91,77,-2
90,92,89,77,-2
90,92,91,77,-2
90,91,91,77,-1
90,91,87,77,-1
90,90,89,77,0
90,90,89,77,0
90,90,91,77,0
90,90,91,77,0
90,89,96,77,0
90,90,92,77,0
90,90,92,77,0
90,90,91,77,0
90,90,93,77,0
90,91,93,77,-1
90,91,93,77,-1
90,92,87,77,-2
90,91,90,77,-1
90,91,91,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,88,77,-1
90,90,89,77,0
90,90,89,77,0
90,90,92,77,0
90,89,92,77,0
90,89,93,77,0
90,90,93,77,0
90,90,93,77,0
90,90,90,77,0
90,90,95,77,0
90,91,94,77,-1
90,92,91,77,-2
90,92,89,77,-2
90,92,90,77,-2
90,92,90,77,-2
90,91,90,77,-1
90,91,89,77,-1
90,91,87,77,-1
90,90,91,77,0
90,90,90,77,0
90,90,91,77,0
90,89,93,77,0
90,90,94,77,0
90,90,91,77,0
90,90,92,77,0
90,90,90,77,0
90,90,93,77,0
90,91,94,77,-1
90,91,91,77,-1
90,91,89,77,-1
90,91,91,77,-1
90,91,90,77,-1
90,91,88,77,-1
90,90,89,77,0
90,90,87,77,0
90,90,89,77,0
90,90,90,77,0
90,89,93,77,0
90,89,92,77,0
90,89,94,77,0
90,90,92,77,0
90,90,91,77,0
90,90,91,77,0
90,90,94,77,0
90,91,90,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,90,77,-1
90,90,88,77,0
90,90,87,77,0
90,89,88,77,0
90,89,91,77,0
90,89,89,77,0
90,89,93,77,1
90,89,93,77,0
90,89,93,77,0
90,90,91,77,0
90,90,92,77,0
90,90,91,77,0
90,90,95,77,0
90,91,90,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,90,77,-1
90,90,87,77,0
90,90,89,77,0
90,90,88,77,0
90,89,91,77,0
90,89,91,77,0
90,89,92,77,0
90,89,93,77,0
90,90,93,77,0
90,90,90,77,0
90,90,90,77,0
90,90,94,77,0
90,91,93,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,91,89,77,-1
90,90,89,77,0
90,90,87,77,0
90,89,89,77,0
90,89,91,77,0
90,89,89,77,0
90,89,91,77,0
90,89,92,77,0
90,89,94,77,0
90,90,91,77,0
90,90,92,77,0
90,90,91,77,0
90,90,94,77,0
90,91,93,77,-1
90,91,89,77,-1
90,91,88,77,-1
90,91,91,77,-1
90,91,90,77,-1
90,91,88,77,-1
90,90,87,77,0
90,90,87,77,0
90,89,90,77,0
