Battery Voltage: 8.33

Target Velocity, Filtered Velocity, Unfiltered Velocity, Motor Power, Error
0,0,0,0,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,0,0,127,0
85,1,0,127,0
85,3,0,127,0
85,5,8,127,0
85,8,19,127,0
85,10,24,127,0
85,14,24,127,0
85,17,29,127,0
85,21,28,127,0
85,20,16,127,0
85,20,15,127,0
85,22,24,127,0
85,24,33,127,0
85,26,28,127,0
85,27,28,127,0
85,28,21,127,0
85,27,21,127,0
85,25,15,127,0
85,23,13,127,0
85,21,13,127,0
85,19,11,127,0
85,18,10,127,0
85,16,10,127,0
85,16,12,127,0
85,15,12,127,0
85,14,12,127,0
85,13,11,127,0
85,14,11,127,0
85,15,19,127,0
85,16,18,127,0
85,16,18,127,0
85,18,22,127,0
85,18,21,127,0
85,19,21,127,0
85,21,24,127,0
85,21,23,127,0
85,22,26,127,0
85,23,27,127,0
85,25,29,127,0
85,26,29,127,0
85,27,32,127,0
85,28,32,127,0
85,30,33,127,0
85,31,36,127,0
85,33,38,127,0
85,34,40,127,0
85,37,39,127,0
85,38,42,127,0
85,39,43,127,0
85,41,42,127,0
85,42,44,127,0
85,43,47,127,0
85,45,50,127,0
85,47,48,127,0
85,48,49,127,0
85,49,53,127,0
85,51,55,127,0
85,53,57,127,0
85,54,58,127,0
85,56,59,127,0
85,57,61,127,0
85,58,62,127,0
85,61,63,127,0
85,61,63,127,0
85,63,63,127,0
85,64,67,127,0
85,65,68,127,0
85,66,64,127,0
85,67,66,127,0
85,68,67,127,0
85,69,68,127,0
85,70,71,127,0
85,72,72,127,0
85,72,74,127,0
85,73,71,127,0
85,74,70,127,0
85,74,71,127,0
85,75,79,127,0
85,76,79,127,0
85,77,75,75,7
85,78,78,78,6
85,79,79,80,5
85,80,76,82,4
85,80,75,84,4
85,80,75,86,4
85,80,81,88,4
85,81,83,90,3
85,81,81,91,3
85,82,89,92,2
85,84,83,85,0
85,84,84,85,0
85,85,90,85,0
85,87,85,84,-2
85,88,84,83,-3
85,87,82,82,-2
85,87,82,81,-2
85,87,82,80,-2
85,86,82,79,-1
85,86,82,79,-1
85,87,88,78,-2
85,87,85,77,-2
85,87,89,76,-2
85,87,84,75,-2
85,87,83,74,-2
85,88,90,72,-3
85,88,84,71,-3
85,87,85,70,-2
85,87,86,69,-2
85,87,86,68,-2
85,87,87,67,-2
85,87,83,66,-2
85,86,84,65,-1
85,87,89,64,-2
85,87,82,63,-2
85,86,88,63,-1
85,86,84,62,-1
85,86,84,62,-1
85,86,92,61,-1
85,87,88,60,-2
85,87,88,59,-2
85,87,85,58,-2
85,86,90,58,-1
85,87,86,57,-2
85,87,82,56,-2
85,87,87,55,-2
85,86,82,54,-1
85,86,82,54,-1
85,85,87,66,0
85,85,82,66,0
85,85,81,66,0
85,84,89,66,0
85,84,84,66,0
85,85,85,66,0
85,84,86,66,0
85,85,94,66,0
85,86,89,66,-1
85,86,93,65,-1
85,87,89,64,-2
85,88,88,63,-3
85,89,94,61,-4
85,89,88,59,-4
85,89,87,57,-4
85,89,85,55,-4
85,88,89,53,-3
85,88,88,52,-3
85,87,81,51,-2
85,86,84,50,-1
85,85,84,56,0
85,84,77,56,0
85,83,81,57,1
85,82,82,58,2
85,81,80,59,3
85,81,88,61,3
85,81,90,62,3
85,81,84,64,3
85,82,88,65,2
85,83,89,65,1
85,83,91,66,1
85,85,85,62,0
85,86,88,62,-1
85,85,90,62,0
85,86,86,62,-1
85,86,92,61,-1
85,86,85,61,-1
85,87,85,60,-2
85,86,87,59,-1
85,85,81,60,0
85,84,82,60,0
85,84,83,60,0
85,83,82,60,1
85,83,85,61,1
85,82,86,62,2
85,83,83,62,1
85,83,85,63,1
85,83,83,63,1
85,82,84,64,2
85,82,85,65,2
85,82,81,66,2
85,82,88,67,2
85,83,89,68,1
85,83,84,68,1
85,83,87,69,1
85,84,85,66,0
85,84,86,66,0
85,84,85,66,0
85,84,82,66,0
85,84,83,66,0
85,83,84,66,1
85,83,85,66,1
85,83,85,67,1
85,83,81,67,1
85,83,82,68,1
85,83,89,68,1
85,83,80,69,1
85,83,86,69,1
85,83,87,70,1
85,83,81,70,1
85,82,89,71,2
85,83,89,72,1
85,83,83,72,1
85,83,86,73,1
85,83,85,73,1
85,84,84,70,0
85,84,84,70,0
85,83,84,71,1
85,83,88,71,1
85,84,83,71,0
85,84,84,71,0
85,84,89,71,0
85,84,82,71,0
85,84,90,71,0
85,84,84,71,0
85,84,81,71,0
85,85,85,71,0
85,84,86,71,0
85,85,86,71,0
85,85,85,71,0
85,84,84,71,0
85,84,87,71,0
85,84,84,71,0
85,84,83,71,0
85,83,87,71,1
85,84,82,71,0
85,83,91,72,1
85,84,87,72,0
85,85,84,72,0
85,85,87,72,0
85,84,87,72,0
85,86,89,71,-1
85,85,82,71,0
85,85,85,71,0
85,86,87,71,-1
85,85,84,71,0
85,85,90,71,0
85,86,87,71,-1
85,85,82,71,0
85,84,88,71,0
85,85,83,71,0
85,85,81,71,0
85,84,88,71,0
85,84,87,71,0
85,85,89,71,0
85,85,87,71,0
85,86,91,70,-1
85,86,85,70,-1
85,86,86,69,-1
85,87,91,68,-2
85,86,82,68,-1
85,86,86,67,-1
85,85,85,69,0
85,86,87,68,-1
85,86,87,68,-1
85,85,84,68,0
85,85,88,68,0
85,85,82,68,0
85,85,84,68,0
85,84,89,68,0
85,85,84,68,0
85,85,92,68,0
85,85,89,68,0
85,86,89,68,-1
85,86,88,67,-1
